County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0013578
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0013578,SACRAMENTO GROCERY OUTLET,CHARLES E DAVIS,3431 WATT AVE,Sacramento,95821,"# 7 HOT AND COLD HOLDING TEMPERATURES
"
FA0013578,SACRAMENTO GROCERY OUTLET,CHARLES E DAVIS,3431 WATT AVE,Sacramento,95821,"# 21 HOT AND COLD WATER SUPPLY
"
FA0013578,SACRAMENTO GROCERY OUTLET,CHARLES E DAVIS,3431 WATT AVE,Sacramento,95821,"# 27 FOOD PROTECTED FROM CONTAMINATION
"
FA0013578,SACRAMENTO GROCERY OUTLET,CHARLES E DAVIS,3431 WATT AVE,Sacramento,95821,"# 29 IDENTIFICATION AND STORAGE OF TOXIC SUBSTANCES
"
FA0013578,SACRAMENTO GROCERY OUTLET,CHARLES E DAVIS,3431 WATT AVE,Sacramento,95821,"# 30a FOOD STORED IN APPROVED LOCATION
"
FA0013578,SACRAMENTO GROCERY OUTLET,CHARLES E DAVIS,3431 WATT AVE,Sacramento,95821,"# 33 NONFOOD-CONTACT SURFACES CLEAN
"
FA0013578,SACRAMENTO GROCERY OUTLET,CHARLES E DAVIS,3431 WATT AVE,Sacramento,95821,"# 41 PLUMBING FIXTURES AND BACKFLOW PREVENTION
"
FA0013578,SACRAMENTO GROCERY OUTLET,CHARLES E DAVIS,3431 WATT AVE,Sacramento,95821,"# 43 RESTROOMS MAINTAINED, SUPPLIED, AND ACCESSIBLE
"
FA0013578,SACRAMENTO GROCERY OUTLET,CHARLES E DAVIS,3431 WATT AVE,Sacramento,95821,"# 44c MOP SINK AND JANITORIAL AREA
"
FA0013578,SACRAMENTO GROCERY OUTLET,CHARLES E DAVIS,3431 WATT AVE,Sacramento,95821,"# 47c INSPECTION REPORT AVAILABILITY
"
