County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0050574
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0050574,RAILBRIDGE CELLARS & CO,ALEXIS VENTURES LLC,921 11TH ST,Sacramento,95814,"# 7 HOT AND COLD HOLDING TEMPERATURES
"
FA0050574,RAILBRIDGE CELLARS & CO,ALEXIS VENTURES LLC,921 11TH ST,Sacramento,95814,"# 4 EATING, DRINKING, OR TOBACCO USE
"
FA0050574,RAILBRIDGE CELLARS & CO,ALEXIS VENTURES LLC,921 11TH ST,Sacramento,95814,"# 6 HANDWASHING FACILITIES
"
FA0050574,RAILBRIDGE CELLARS & CO,ALEXIS VENTURES LLC,921 11TH ST,Sacramento,95814,"# 14b WAREWASHING AND SANITIZING PROCEDURES
"
FA0050574,RAILBRIDGE CELLARS & CO,ALEXIS VENTURES LLC,921 11TH ST,Sacramento,95814,"# 27 FOOD PROTECTED FROM CONTAMINATION
"
FA0050574,RAILBRIDGE CELLARS & CO,ALEXIS VENTURES LLC,921 11TH ST,Sacramento,95814,"# 30b FOOD CONTAINERS LABELED
"
FA0050574,RAILBRIDGE CELLARS & CO,ALEXIS VENTURES LLC,921 11TH ST,Sacramento,95814,"# 35 EQUIPMENT APPROVED AND MAINTAINED
"
FA0050574,RAILBRIDGE CELLARS & CO,ALEXIS VENTURES LLC,921 11TH ST,Sacramento,95814,"# 38 VENTILATION AND LIGHTING
"
FA0050574,RAILBRIDGE CELLARS & CO,ALEXIS VENTURES LLC,921 11TH ST,Sacramento,95814,"# 43 RESTROOMS MAINTAINED, SUPPLIED, AND ACCESSIBLE
"
FA0050574,RAILBRIDGE CELLARS & CO,ALEXIS VENTURES LLC,921 11TH ST,Sacramento,95814,"# 44d EMPLOYEE PERSONAL ITEMS
"
FA0050574,RAILBRIDGE CELLARS & CO,ALEXIS VENTURES LLC,921 11TH ST,Sacramento,95814,"# 45 FLOOR, WALL, AND CEILING FINISHES
"
