County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0006647
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0006647,DON QUIXOTE MEXICAN GRILL,JAMES MISAKIAN,2648 WATT AVE 115,Sacramento,95821,"# 9 COOLING METHODS
"
FA0006647,DON QUIXOTE MEXICAN GRILL,JAMES MISAKIAN,2648 WATT AVE 115,Sacramento,95821,"# 7 HOT AND COLD HOLDING TEMPERATURES
"
FA0006647,DON QUIXOTE MEXICAN GRILL,JAMES MISAKIAN,2648 WATT AVE 115,Sacramento,95821,"# 29 IDENTIFICATION AND STORAGE OF TOXIC SUBSTANCES
"
FA0006647,DON QUIXOTE MEXICAN GRILL,JAMES MISAKIAN,2648 WATT AVE 115,Sacramento,95821,"# 30b FOOD CONTAINERS LABELED
"
FA0006647,DON QUIXOTE MEXICAN GRILL,JAMES MISAKIAN,2648 WATT AVE 115,Sacramento,95821,"# 33 NONFOOD-CONTACT SURFACES CLEAN
"
FA0006647,DON QUIXOTE MEXICAN GRILL,JAMES MISAKIAN,2648 WATT AVE 115,Sacramento,95821,"# 35 EQUIPMENT APPROVED AND MAINTAINED
"
FA0006647,DON QUIXOTE MEXICAN GRILL,JAMES MISAKIAN,2648 WATT AVE 115,Sacramento,95821,"# 36 EQUIPMENT STORED IN APPROVED LOCATION
"
FA0006647,DON QUIXOTE MEXICAN GRILL,JAMES MISAKIAN,2648 WATT AVE 115,Sacramento,95821,"# 39 TEMPERATURE MEASURING DEVICES
"
FA0006647,DON QUIXOTE MEXICAN GRILL,JAMES MISAKIAN,2648 WATT AVE 115,Sacramento,95821,"# 40 WIPING CLOTHS STORAGE AND USE
"
FA0006647,DON QUIXOTE MEXICAN GRILL,JAMES MISAKIAN,2648 WATT AVE 115,Sacramento,95821,"# 42 GARBAGE AND REFUSE DISPOSAL
"
FA0006647,DON QUIXOTE MEXICAN GRILL,JAMES MISAKIAN,2648 WATT AVE 115,Sacramento,95821,"# 45 FLOOR, WALL, AND CEILING FINISHES
"
