County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0043468
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0043468,KFC/A & W #282,BOX 282 INC,3820 FLORIN RD,Sacramento,95823,"# 6 HANDWASHING FACILITIES
"
FA0043468,KFC/A & W #282,BOX 282 INC,3820 FLORIN RD,Sacramento,95823,"# 7 HOT AND COLD HOLDING TEMPERATURES
"
FA0043468,KFC/A & W #282,BOX 282 INC,3820 FLORIN RD,Sacramento,95823,"# 43 RESTROOMS MAINTAINED, SUPPLIED, AND ACCESSIBLE
"
FA0043468,KFC/A & W #282,BOX 282 INC,3820 FLORIN RD,Sacramento,95823,"# 29 IDENTIFICATION AND STORAGE OF TOXIC SUBSTANCES
"
FA0043468,KFC/A & W #282,BOX 282 INC,3820 FLORIN RD,Sacramento,95823,"# 33 NONFOOD-CONTACT SURFACES CLEAN
"
FA0043468,KFC/A & W #282,BOX 282 INC,3820 FLORIN RD,Sacramento,95823,"# 35 EQUIPMENT APPROVED AND MAINTAINED
"
FA0043468,KFC/A & W #282,BOX 282 INC,3820 FLORIN RD,Sacramento,95823,"# 38 VENTILATION AND LIGHTING
"
FA0043468,KFC/A & W #282,BOX 282 INC,3820 FLORIN RD,Sacramento,95823,"# 40 WIPING CLOTHS STORAGE AND USE
"
FA0043468,KFC/A & W #282,BOX 282 INC,3820 FLORIN RD,Sacramento,95823,"# 41 PLUMBING FIXTURES AND BACKFLOW PREVENTION
"
FA0043468,KFC/A & W #282,BOX 282 INC,3820 FLORIN RD,Sacramento,95823,"# 44e VERMIN AND ANIMAL EXCLUSION
"
FA0043468,KFC/A & W #282,BOX 282 INC,3820 FLORIN RD,Sacramento,95823,"# 45 FLOOR, WALL, AND CEILING FINISHES
"
FA0043468,KFC/A & W #282,BOX 282 INC,3820 FLORIN RD,Sacramento,95823,"# 47c INSPECTION REPORT AVAILABILITY
"
