County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0001046
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0001046,IRON STEAKS,WILLIAM TAYLOR,2422 13TH ST,Sacramento,95818,"# 1c FOOD HANDLER CARDS
"
FA0001046,IRON STEAKS,WILLIAM TAYLOR,2422 13TH ST,Sacramento,95818,"# 19 CONSUMER ADVISORY FOR UNDERCOOKED FOOD
"
FA0001046,IRON STEAKS,WILLIAM TAYLOR,2422 13TH ST,Sacramento,95818,"# 23 VERMIN AND ANIMAL CONTAMINATION
"
FA0001046,IRON STEAKS,WILLIAM TAYLOR,2422 13TH ST,Sacramento,95818,"# 32b COMPLIANCE WITH TRANS FAT BAN
"
FA0001046,IRON STEAKS,WILLIAM TAYLOR,2422 13TH ST,Sacramento,95818,"# 35 EQUIPMENT APPROVED AND MAINTAINED
"
FA0001046,IRON STEAKS,WILLIAM TAYLOR,2422 13TH ST,Sacramento,95818,"# 38 VENTILATION AND LIGHTING
"
FA0001046,IRON STEAKS,WILLIAM TAYLOR,2422 13TH ST,Sacramento,95818,"# 39 TEMPERATURE MEASURING DEVICES
"
FA0001046,IRON STEAKS,WILLIAM TAYLOR,2422 13TH ST,Sacramento,95818,"# 41 PLUMBING FIXTURES AND BACKFLOW PREVENTION
"
FA0001046,IRON STEAKS,WILLIAM TAYLOR,2422 13TH ST,Sacramento,95818,"# 47b PLACARD POSTED IN APPROVED LOCATION
"
FA0001046,IRON STEAKS,WILLIAM TAYLOR,2422 13TH ST,Sacramento,95818,"# 48 PLAN REVIEW CONSTRUCTION AND REMODELING
"
