County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0049935
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0049935,CILANTRO'S,HUGO CERVANTES,705 J ST,Sacramento,95814,"# 1b FOOD SAFETY CERTIFICATION
"
FA0049935,CILANTRO'S,HUGO CERVANTES,705 J ST,Sacramento,95814,"# 1c FOOD HANDLER CARDS
"
FA0049935,CILANTRO'S,HUGO CERVANTES,705 J ST,Sacramento,95814,"# 6 HANDWASHING FACILITIES
"
FA0049935,CILANTRO'S,HUGO CERVANTES,705 J ST,Sacramento,95814,"# 23 VERMIN AND ANIMAL CONTAMINATION
"
FA0049935,CILANTRO'S,HUGO CERVANTES,705 J ST,Sacramento,95814,"# 27 FOOD PROTECTED FROM CONTAMINATION
"
FA0049935,CILANTRO'S,HUGO CERVANTES,705 J ST,Sacramento,95814,"# 33 NONFOOD-CONTACT SURFACES CLEAN
"
FA0049935,CILANTRO'S,HUGO CERVANTES,705 J ST,Sacramento,95814,"# 35 EQUIPMENT APPROVED AND MAINTAINED
"
FA0049935,CILANTRO'S,HUGO CERVANTES,705 J ST,Sacramento,95814,"# 36 EQUIPMENT STORED IN APPROVED LOCATION
"
FA0049935,CILANTRO'S,HUGO CERVANTES,705 J ST,Sacramento,95814,"# 38 VENTILATION AND LIGHTING
"
FA0049935,CILANTRO'S,HUGO CERVANTES,705 J ST,Sacramento,95814,"# 40 WIPING CLOTHS STORAGE AND USE
"
FA0049935,CILANTRO'S,HUGO CERVANTES,705 J ST,Sacramento,95814,"# 41 PLUMBING FIXTURES AND BACKFLOW PREVENTION
"
FA0049935,CILANTRO'S,HUGO CERVANTES,705 J ST,Sacramento,95814,"# 43 RESTROOMS MAINTAINED, SUPPLIED, AND ACCESSIBLE
"
FA0049935,CILANTRO'S,HUGO CERVANTES,705 J ST,Sacramento,95814,"# 44d EMPLOYEE PERSONAL ITEMS
"
FA0049935,CILANTRO'S,HUGO CERVANTES,705 J ST,Sacramento,95814,"# 45 FLOOR, WALL, AND CEILING FINISHES
"
