County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0012818
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0012818,WOODY'S,JAMES D HAGGART,2316 WATT AVE,Sacramento,95825,"# 7 HOT AND COLD HOLDING TEMPERATURES
"
FA0012818,WOODY'S,JAMES D HAGGART,2316 WATT AVE,Sacramento,95825,"# 5a HANDWASHING PROCEDURES
"
FA0012818,WOODY'S,JAMES D HAGGART,2316 WATT AVE,Sacramento,95825,"# 14a FOOD CONTACT SURFACES CLEANED AND SANITIZED
"
FA0012818,WOODY'S,JAMES D HAGGART,2316 WATT AVE,Sacramento,95825,"# 21 HOT AND COLD WATER SUPPLY
"
FA0012818,WOODY'S,JAMES D HAGGART,2316 WATT AVE,Sacramento,95825,"# 26 THAWING METHODS
"
FA0012818,WOODY'S,JAMES D HAGGART,2316 WATT AVE,Sacramento,95825,"# 27 FOOD PROTECTED FROM CONTAMINATION
"
FA0012818,WOODY'S,JAMES D HAGGART,2316 WATT AVE,Sacramento,95825,"# 33 NONFOOD-CONTACT SURFACES CLEAN
"
FA0012818,WOODY'S,JAMES D HAGGART,2316 WATT AVE,Sacramento,95825,"# 35 EQUIPMENT APPROVED AND MAINTAINED
"
FA0012818,WOODY'S,JAMES D HAGGART,2316 WATT AVE,Sacramento,95825,"# 38 VENTILATION AND LIGHTING
"
FA0012818,WOODY'S,JAMES D HAGGART,2316 WATT AVE,Sacramento,95825,"# 41 PLUMBING FIXTURES AND BACKFLOW PREVENTION
"
FA0012818,WOODY'S,JAMES D HAGGART,2316 WATT AVE,Sacramento,95825,"# 44e VERMIN AND ANIMAL EXCLUSION
"
FA0012818,WOODY'S,JAMES D HAGGART,2316 WATT AVE,Sacramento,95825,"# 45 FLOOR, WALL, AND CEILING FINISHES
"
