County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0003792
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0003792,NEW CHINA STATION,R2D ENTERPRISES LLC,8136 GERBER RD,Sacramento,95828,"# 7 HOT AND COLD HOLDING TEMPERATURES
"
FA0003792,NEW CHINA STATION,R2D ENTERPRISES LLC,8136 GERBER RD,Sacramento,95828,"# 1c FOOD HANDLER CARDS
"
FA0003792,NEW CHINA STATION,R2D ENTERPRISES LLC,8136 GERBER RD,Sacramento,95828,"# 14a FOOD CONTACT SURFACES CLEANED AND SANITIZED
"
FA0003792,NEW CHINA STATION,R2D ENTERPRISES LLC,8136 GERBER RD,Sacramento,95828,"# 27 FOOD PROTECTED FROM CONTAMINATION
"
FA0003792,NEW CHINA STATION,R2D ENTERPRISES LLC,8136 GERBER RD,Sacramento,95828,"# 33 NONFOOD-CONTACT SURFACES CLEAN
"
FA0003792,NEW CHINA STATION,R2D ENTERPRISES LLC,8136 GERBER RD,Sacramento,95828,"# 35 EQUIPMENT APPROVED AND MAINTAINED
"
FA0003792,NEW CHINA STATION,R2D ENTERPRISES LLC,8136 GERBER RD,Sacramento,95828,"# 36 EQUIPMENT STORED IN APPROVED LOCATION
"
FA0003792,NEW CHINA STATION,R2D ENTERPRISES LLC,8136 GERBER RD,Sacramento,95828,"# 42 GARBAGE AND REFUSE DISPOSAL
"
FA0003792,NEW CHINA STATION,R2D ENTERPRISES LLC,8136 GERBER RD,Sacramento,95828,"# 45 FLOOR, WALL, AND CEILING FINISHES
"
FA0003792,NEW CHINA STATION,R2D ENTERPRISES LLC,8136 GERBER RD,Sacramento,95828,"# 47a SIGNS POSTED AS REQUIRED
"
