County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0003977
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0003977,JACK IN THE BOX #521,EMRY; MCLAUGHLIN & CONNOR INC,8100 GREENBACK LN,Fair Oaks,95628,"# 6 HANDWASHING FACILITIES
"
FA0003977,JACK IN THE BOX #521,EMRY; MCLAUGHLIN & CONNOR INC,8100 GREENBACK LN,Fair Oaks,95628,"# 7 HOT AND COLD HOLDING TEMPERATURES
"
FA0003977,JACK IN THE BOX #521,EMRY; MCLAUGHLIN & CONNOR INC,8100 GREENBACK LN,Fair Oaks,95628,"# 14a FOOD CONTACT SURFACES CLEANED AND SANITIZED
"
FA0003977,JACK IN THE BOX #521,EMRY; MCLAUGHLIN & CONNOR INC,8100 GREENBACK LN,Fair Oaks,95628,"# 23 VERMIN AND ANIMAL CONTAMINATION
"
FA0003977,JACK IN THE BOX #521,EMRY; MCLAUGHLIN & CONNOR INC,8100 GREENBACK LN,Fair Oaks,95628,"# 27 FOOD PROTECTED FROM CONTAMINATION
"
FA0003977,JACK IN THE BOX #521,EMRY; MCLAUGHLIN & CONNOR INC,8100 GREENBACK LN,Fair Oaks,95628,"# 33 NONFOOD-CONTACT SURFACES CLEAN
"
FA0003977,JACK IN THE BOX #521,EMRY; MCLAUGHLIN & CONNOR INC,8100 GREENBACK LN,Fair Oaks,95628,"# 38 VENTILATION AND LIGHTING
"
FA0003977,JACK IN THE BOX #521,EMRY; MCLAUGHLIN & CONNOR INC,8100 GREENBACK LN,Fair Oaks,95628,"# 40 WIPING CLOTHS STORAGE AND USE
"
FA0003977,JACK IN THE BOX #521,EMRY; MCLAUGHLIN & CONNOR INC,8100 GREENBACK LN,Fair Oaks,95628,"# 42 GARBAGE AND REFUSE DISPOSAL
"
FA0003977,JACK IN THE BOX #521,EMRY; MCLAUGHLIN & CONNOR INC,8100 GREENBACK LN,Fair Oaks,95628,"# 44e VERMIN AND ANIMAL EXCLUSION
"
FA0003977,JACK IN THE BOX #521,EMRY; MCLAUGHLIN & CONNOR INC,8100 GREENBACK LN,Fair Oaks,95628,"# 45 FLOOR, WALL, AND CEILING FINISHES
"
