County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0001548
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0001548,WIENERSCHNITZEL #263,KAMRAN GHAZI TEHRANI,2737 ARDEN WAY,Sacramento,95825,"# 7 HOT AND COLD HOLDING TEMPERATURES
"
FA0001548,WIENERSCHNITZEL #263,KAMRAN GHAZI TEHRANI,2737 ARDEN WAY,Sacramento,95825,"# 21 HOT AND COLD WATER SUPPLY
"
FA0001548,WIENERSCHNITZEL #263,KAMRAN GHAZI TEHRANI,2737 ARDEN WAY,Sacramento,95825,"# 27 FOOD PROTECTED FROM CONTAMINATION
"
FA0001548,WIENERSCHNITZEL #263,KAMRAN GHAZI TEHRANI,2737 ARDEN WAY,Sacramento,95825,"# 35 EQUIPMENT APPROVED AND MAINTAINED
"
FA0001548,WIENERSCHNITZEL #263,KAMRAN GHAZI TEHRANI,2737 ARDEN WAY,Sacramento,95825,"# 38 VENTILATION AND LIGHTING
"
FA0001548,WIENERSCHNITZEL #263,KAMRAN GHAZI TEHRANI,2737 ARDEN WAY,Sacramento,95825,"# 39 TEMPERATURE MEASURING DEVICES
"
FA0001548,WIENERSCHNITZEL #263,KAMRAN GHAZI TEHRANI,2737 ARDEN WAY,Sacramento,95825,"# 41 PLUMBING FIXTURES AND BACKFLOW PREVENTION
"
FA0001548,WIENERSCHNITZEL #263,KAMRAN GHAZI TEHRANI,2737 ARDEN WAY,Sacramento,95825,"# 43 RESTROOMS MAINTAINED, SUPPLIED, AND ACCESSIBLE
"
FA0001548,WIENERSCHNITZEL #263,KAMRAN GHAZI TEHRANI,2737 ARDEN WAY,Sacramento,95825,"# 44e VERMIN AND ANIMAL EXCLUSION
"
FA0001548,WIENERSCHNITZEL #263,KAMRAN GHAZI TEHRANI,2737 ARDEN WAY,Sacramento,95825,"# 45 FLOOR, WALL, AND CEILING FINISHES
"
