County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0004688
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 9 COOLING METHODS
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 1c FOOD HANDLER CARDS
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 4 EATING, DRINKING, OR TOBACCO USE
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 6 HANDWASHING FACILITIES
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 7 HOT AND COLD HOLDING TEMPERATURES
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 13 FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 23 VERMIN AND ANIMAL CONTAMINATION
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 27 FOOD PROTECTED FROM CONTAMINATION
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 30a FOOD STORED IN APPROVED LOCATION
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 33 NONFOOD-CONTACT SURFACES CLEAN
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 34 WAREWASHING FACILITIES AND TESTING METHODS
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 35 EQUIPMENT APPROVED AND MAINTAINED
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 36 EQUIPMENT STORED IN APPROVED LOCATION
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 38 VENTILATION AND LIGHTING
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 40 WIPING CLOTHS STORAGE AND USE
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 41 PLUMBING FIXTURES AND BACKFLOW PREVENTION
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 42 GARBAGE AND REFUSE DISPOSAL
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 44a PREMISES KEPT FREE OF UNUSED EQUIPMENT
"
FA0004688,FLOREZ BAR & GRILL,R & R FLOREZ,5900 S LAND PARK DR,Sacramento,95822,"# 50 IMPOUNDMENT OF FOOD, UTENSILS, AND EQUIPMENT
"
