County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0003922
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0003922,TOKYO BUFFET,YAN FENG LIN / JUAN ZHENG,7217 GREENBACK LN,Citrus Heights,95621,"# 7 HOT AND COLD HOLDING TEMPERATURES
"
FA0003922,TOKYO BUFFET,YAN FENG LIN / JUAN ZHENG,7217 GREENBACK LN,Citrus Heights,95621,"# 6 HANDWASHING FACILITIES
"
FA0003922,TOKYO BUFFET,YAN FENG LIN / JUAN ZHENG,7217 GREENBACK LN,Citrus Heights,95621,"# 9 COOLING METHODS
"
FA0003922,TOKYO BUFFET,YAN FENG LIN / JUAN ZHENG,7217 GREENBACK LN,Citrus Heights,95621,"# 26 THAWING METHODS
"
FA0003922,TOKYO BUFFET,YAN FENG LIN / JUAN ZHENG,7217 GREENBACK LN,Citrus Heights,95621,"# 27 FOOD PROTECTED FROM CONTAMINATION
"
FA0003922,TOKYO BUFFET,YAN FENG LIN / JUAN ZHENG,7217 GREENBACK LN,Citrus Heights,95621,"# 33 NONFOOD-CONTACT SURFACES CLEAN
"
FA0003922,TOKYO BUFFET,YAN FENG LIN / JUAN ZHENG,7217 GREENBACK LN,Citrus Heights,95621,"# 36 EQUIPMENT STORED IN APPROVED LOCATION
"
FA0003922,TOKYO BUFFET,YAN FENG LIN / JUAN ZHENG,7217 GREENBACK LN,Citrus Heights,95621,"# 39 TEMPERATURE MEASURING DEVICES
"
FA0003922,TOKYO BUFFET,YAN FENG LIN / JUAN ZHENG,7217 GREENBACK LN,Citrus Heights,95621,"# 40 WIPING CLOTHS STORAGE AND USE
"
FA0003922,TOKYO BUFFET,YAN FENG LIN / JUAN ZHENG,7217 GREENBACK LN,Citrus Heights,95621,"# 45 FLOOR, WALL, AND CEILING FINISHES
"
